"result_id","package","risk","authority","court","service","platform","deadline","costs","articles","source_id","source_authority","source_title","source_url","last_verified","automated_review","human_status","human_notes"
"R-EVID-DIGITAL","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","تقديم الدليل الرقمي","","لا مهلة مستقلة للدليل الرقمي؛ تراعى مواعيد تقديم الأدلة.","لا تكلفة قضائية مستقلة موحدة لمجرد هذا الدليل؛ قد توجد مصروفات إجراء/خبرة بحسب الحالة.","""""","SRC100-PROOF","هيئة الخبراء بمجلس الوزراء / وزارة العدل","نظام الإثبات","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2716057c-c097-4bad-8e1e-ae1400c678d5/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-EVID-WITNESS","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","طلب سماع شهادة","","تراعى مواعيد المحكمة لتقديم طلبات الإثبات؛ لا مهلة موضوعية موحدة للشهادة.","لا تكلفة قضائية مستقلة موحدة لمجرد هذا الدليل؛ قد توجد مصروفات إجراء/خبرة بحسب الحالة.","""""","SRC100-PROOF","هيئة الخبراء بمجلس الوزراء / وزارة العدل","نظام الإثبات","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2716057c-c097-4bad-8e1e-ae1400c678d5/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-EVID-DOCUMENT-PRODUCTION","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","طلب إلزام بتقديم محرر","","يقدم ضمن مواعيد وإجراءات القضية؛ لا مهلة سقوط موحدة.","لا تكلفة قضائية مستقلة موحدة لمجرد هذا الدليل؛ قد توجد مصروفات إجراء/خبرة بحسب الحالة.","""""","SRC100-PROOF","هيئة الخبراء بمجلس الوزراء / وزارة العدل","نظام الإثبات","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2716057c-c097-4bad-8e1e-ae1400c678d5/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-EVID-DENIAL-FORGERY","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","إنكار المحرر أو الادعاء بالتزوير بحسب الحالة","","يجب إثارة المنازعة في الوقت الإجرائي المناسب؛ لا نضع مدة رقمية عامة دون حالة القضية.","لا تكلفة قضائية مستقلة موحدة لمجرد هذا الدليل؛ قد توجد مصروفات إجراء/خبرة بحسب الحالة.","""""","SRC100-PROOF","هيئة الخبراء بمجلس الوزراء / وزارة العدل","نظام الإثبات","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2716057c-c097-4bad-8e1e-ae1400c678d5/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-EVID-OATH","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","طلب/توجيه اليمين وفق نوعها","","لا مهلة مستقلة موحدة؛ تخضع لمواعيد وإدارة الدعوى.","لا تكلفة قضائية مستقلة موحدة لمجرد هذا الدليل؛ قد توجد مصروفات إجراء/خبرة بحسب الحالة.","""""","SRC100-PROOF","هيئة الخبراء بمجلس الوزراء / وزارة العدل","نظام الإثبات","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2716057c-c097-4bad-8e1e-ae1400c678d5/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-EVID-EXPERT","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","طلب خبرة","","تحدد المحكمة مواعيد الخبرة والإيداع والرد؛ لا مدة موحدة لكل القضايا.","لا تكلفة قضائية مستقلة موحدة لمجرد هذا الدليل؛ قد توجد مصروفات إجراء/خبرة بحسب الحالة.","""""","SRC100-PROOF","هيئة الخبراء بمجلس الوزراء / وزارة العدل","نظام الإثبات","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2716057c-c097-4bad-8e1e-ae1400c678d5/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-EVID-INSPECTION","04-القطاعات-التنظيمية","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","طلب معاينة","","تخضع لمواعيد المحكمة؛ لا مهلة سقوط موحدة.","لا تكلفة قضائية مستقلة موحدة لمجرد هذا الدليل؛ قد توجد مصروفات إجراء/خبرة بحسب الحالة.","""""","SRC100-PROOF","هيئة الخبراء بمجلس الوزراء / وزارة العدل","نظام الإثبات","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2716057c-c097-4bad-8e1e-ae1400c678d5/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-EVID-RES-JUDICATA","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","التمسك بحجية الأمر المقضي","","يُثار في القضية القائمة وفق إجراءاتها؛ لا مهلة مستقلة موحدة للحجية.","لا تكلفة قضائية مستقلة موحدة لمجرد هذا الدليل؛ قد توجد مصروفات إجراء/خبرة بحسب الحالة.","""""","SRC100-PROOF","هيئة الخبراء بمجلس الوزراء / وزارة العدل","نظام الإثبات","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2716057c-c097-4bad-8e1e-ae1400c678d5/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-PROC-ABSENCE","02-القضاء-والتنفيذ-والأحوال","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","فحص أثر غياب الخصم","","لا مدة موحدة لهذه البوابة؛ الأثر مرتبط بالجلسة والتبليغ.","لا مبلغ موحد مثبت لهذه النتيجة.","""""","SRC79-CPL","هيئة الخبراء بمجلس الوزراء","نظام المرافعات الشرعية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f0eaae46-9f84-40ee-815e-a9a700f268b3/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-PROC-DEFENSES","02-القضاء-والتنفيذ-والأحوال","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","إيداع مذكرة بالدفع المناسب","","الدفع الذي تسري عليه المادة 75 يجب إبداؤه قبل أي طلب أو دفاع؛ أما المادة 76 ففي أي مرحلة.","لا مبلغ موحد مثبت لهذه النتيجة.","""""","SRC79-CPL","هيئة الخبراء بمجلس الوزراء","نظام المرافعات الشرعية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f0eaae46-9f84-40ee-815e-a9a700f268b3/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-PROC-URGENT","02-القضاء-والتنفيذ-والأحوال","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","صحيفة الدعوى - تصنيف الدعوى المستعجلة.","ناجز","الخدمة تصفها بأنها خلال المدة المحددة نظامًا؛ لا نضع مدة موحدة لكل دعوى مستعجلة.","رسوم الخدمة الظاهرة حاليًا للدعاوى المستعجلة: 3000 ريال سعودي، مع تطبيق الإعفاءات النظامية حيث تنطبق.","""""","SRC69-URGENT","وزارة العدل","الدعاوى المستعجلة","https://moj.gov.sa/ar/eservices/pages/d73f20f6-8693-4381-9a5a-1f7120815918.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-PROC-APPEAL","02-القضاء-والتنفيذ-والأحوال","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","الاعتراض على الحكم","ناجز","المهلة تختلف بحسب تصنيف القضية؛ الصفحة الحالية تقول تبدأ للحضوري من تسليم الحكم وللغيابي من نجاح مهمة التبليغ. لا نستبدل ذلك بـSLA 30 يومًا.","رسوم الخدمة الظاهرة حاليًا: 5000 ريال سعودي، مع تطبيق نظام التكاليف والإعفاءات النظامية حيث تنطبق.","""""","SRC68-APPEAL","وزارة العدل","الاعتراض على الحكم","https://moj.gov.sa/ar/eServices/Pages/cba332a0-28b8-4ce0-ab00-ef4ddeb9ab64.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-PROC-RECONSIDERATION","02-القضاء-والتنفيذ-والأحوال","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","التماس إعادة النظر","ناجز","يقدم خلال المدة النظامية؛ لا نعامل SLA (خلال 30 يوم) بوصفه تحديدًا عامًا لبداية/نهاية مهلة الالتماس.","رسوم الخدمة الظاهرة حاليًا: 10000 ريال سعودي.","""""","SRC68-RECON","وزارة العدل","التماس إعادة النظر","https://www.moj.gov.sa/ar/eServices/pages/34a53f98-57e0-4f8b-9bad-78a095ebae4b.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SALE-DELIVERY","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","مطالبة بتسليم المبيع","","لا نثبت مدة موحدة؛ المدة الموضوعية تتحدد بالعقد والنظام والوقائع.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب نوع وقيمة القضية.","""""","SRCNEXT-CLAIM","وزارة العدل","صحيفة دعوى","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SALE-RISK","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","نزاع في تبعة هلاك/تلف المبيع","","لا توجد مدة موحدة لهذه النتيجة؛ تتحدد بالنص والوقائع.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","""أحكام البيع والتسليم في نظام المعاملات المدنية تحكم تبعة المبيع؛ لا يجوز تقرير الطرف المتحمل قبل تثبيت واقعة التسليم والسبب.""","SRC111-CIV","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SALE-QUANTITY","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","نزاع في كمية/مقدار المبيع","","لا نثبت مدة موحدة دون مطابقة النص الموضوعي ونوع المبيع.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب نوع وقيمة القضية.","""""","SRCNEXT-CLAIM","وزارة العدل","صحيفة دعوى","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SALE-DEFECT","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","نزاع بسبب عيب في المبيع","","الأصل ألا تُسمع دعوى ضمان العيب بعد 180 يومًا من تاريخ تسليم المبيع، ما لم يلتزم البائع بمدة أطول؛ ولا يتمسك بها البائع عند ثبوت إخفاء العيب غشًا.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب نوع وقيمة القضية.","""""","SRCNEXT-CLAIM","وزارة العدل","صحيفة دعوى","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SALE-HIDDEN-DEFECT","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","عيب خفي في المبيع","","الأصل ألا تُسمع دعوى ضمان العيب بعد 180 يومًا من تاريخ تسليم المبيع، ما لم يلتزم البائع بمدة أطول؛ ولا يتمسك بها البائع عند ثبوت إخفاء العيب غشًا.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب نوع وقيمة القضية.","""""","SRCNEXT-CLAIM","وزارة العدل","صحيفة دعوى","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SALE-EVICTION","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","إخلاء/تسليم مرتبط بمبيع","","لا مدة خدمة موحدة؛ تتبع الحق والسند.","رسوم صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","""وزارة العدل تتيح تقديم طلب تنفيذ للسندات التنفيذية بما فيها التنفيذ المباشر؛ أما النزاع الموضوعي الجديد فيرفع بصحيفة دعوى.""","SRC117-CIV","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SALE-PRICE","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","مطالبة بثمن مبيع","","لا نثبت مدة موحدة في هذه النتيجة؛ تُراجع مدة سماع المطالبة بحسب النص المنطبق.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب نوع وقيمة القضية.","""""","SRCNEXT-CLAIM","وزارة العدل","صحيفة دعوى","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SALE-NONPAYMENT-CLAUSE","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","شرط مرتبط بعدم دفع ثمن المبيع","","لا مدة خدمة خاصة؛ الاستحقاق يتبع العقد والنظام.","رسوم صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","""أحكام البيع والفسخ في نظام المعاملات المدنية تطبق مع نص الشرط؛ الفسخ الاتفاقي لا يعفي من الإعذار إلا بنص صريح على الإعفاء وفق المادة 108.""","SRC117-CIV","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SALE-OTHER-OWNER","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","بيع مال يملكه شخص آخر/نزاع في الملكية","","لا نثبت مدة موحدة؛ تتحدد بحسب الحق والطلب النهائي.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","""نظام المعاملات المدنية يحكم آثار العقد، لكن مسار النزاع قد يتغير إذا تعلق بعقار أو سجل عيني أو اختصاص خاص.""","SRC111-CIV","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SALE-COSTS","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","مصاريف عقد البيع","","لا نثبت مدة موحدة؛ تتبع المطالبة الأصلية والنص المنطبق.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","""أحكام البيع في نظام المعاملات المدنية هي المرجع الموضوعي، مع أولوية فحص الاتفاق المشروع بين الطرفين.""","SRC111-CIV","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-CONTRACTOR-DELAY","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","تأخر مقاول في تنفيذ العمل","","لا نثبت مدة دعوى موحدة هنا؛ المواعيد العقدية والموضوعية تتحدد بالعقد والنظام.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","""نظام المعاملات المدنية ينظم عقد المقاولة؛ انتهاء العقد بإنجاز العمل في المادة 475، والفسخ لعذر طارئ وآثاره في المادة 476 بحسب الحالة.""","SRC110-CIV","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-CONTRACTOR-PRICE-INCREASE","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","مطالبة مقاول بزيادة السعر","","لا نثبت مدة موحدة؛ المدة تتحدد بحسب المطالبة والنص المنطبق.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","""المرجع الموضوعي نظام المعاملات المدنية وأحكام المقاولة؛ يجب مطابقة أثر تغير الأسعار/الأعمال الإضافية على نص العقد والمواد الخاصة قبل تقرير مبلغ.""","SRC110-CIV","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-CONTRACTOR-ESTIMATE","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","نزاع حول تقدير أجر المقاولة","","لا توجد مدة موحدة في خدمة صحيفة الدعوى.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","""نظام المعاملات المدنية هو المرجع لأحكام المقاولة؛ لا نثبت رقم مادة للأجر هنا دون مطابقة النص التفصيلي لكل صيغة عقد.""","SRC110-CIV","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SUBCONTRACT","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","نزاع مقاول من الباطن","","لا نثبت مدة دعوى موحدة هنا.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","""المادة 473 تجيز إسناد العمل للباطن ما لم يمنع النظام/الاتفاق/طبيعة العمل وتبقي مسؤولية المقاول تجاه صاحب العمل؛ المادة 474 تمنع المقاول من الباطن من مطالبة صاحب العمل لنفسه بما يستحقه المقاول إلا إذا أحاله عليه.""","SRC110-CIV","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-CONTRACTOR-TERMINATION","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","فسخ عقد مقاولة","","لا مدة دعوى موحدة هنا؛ أما مهلة التصحيح في المادة 466 فتكون مدة معقولة يعينها صاحب العمل.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية وفق النظام.","""المادتان 466 و476: لصاحب العمل عند الإخلال إعذار المقاول للتصحيح خلال مدة معقولة ثم الاستعانة بغيره/طلب الفسخ، ويجوز الفسخ حالًا في الحالات المحددة؛ ولكل متعاقد طلب الفسخ لعذر طارئ متعلق بالتنفيذ مع التعويض عن ضرر الفسخ.""","SRC112-CIV","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-CONTRACTOR-IMPOSSIBLE","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","تعذر إتمام المقاولة لسبب لا يد للمقاول فيه","","لا نثبت مدة دعوى موحدة هنا.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","""المادة 477: إذا بدأ المقاول في التنفيذ ثم عجز عن إتمامه لسبب لا يد له فيه، استحق قيمة ما تم من الأعمال وما أنفق في العمل غير المكتمل بقدر ما عاد على صاحب العمل من نفع.""","SRC110-CIV","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-LOAN-REPAY","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","رد قرض","","تُحدد بحسب النص الموضوعي والوقائع؛ لا توجد مدة خدمة موحدة لهذه المطالبة.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية.","""المواد 382-390: القرض لا ينعقد إلا بالقبض (383)، وإذا عين أجل/غرض فلا يلزم الوفاء قبله، وإن لم يعين فيكون عند طلب المقرض مع الاستثناء الوارد بالمادة 387، والرد بالمثل عند انتهاء المدة وفق 388.""","SRC111-CIV","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-LOAN-INCREASE","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","شرط زيادة على رد القرض","","تُحدد بحسب النص الموضوعي والوقائع؛ لا توجد مدة خدمة موحدة لهذه المطالبة.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية.","""المادة 385: يقع باطلًا كل شرط عند العقد أو عند تأجيل الوفاء يتضمن زيادة في رد القرض يؤديها المقترض إلى المقرض.""","SRC111-CIV","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-LOAN-NO-TERM","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","المحكمة العامة","","","","","""""","SRC-BOE-CIVIL-TRANSACTIONS","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-LOAN-EQUIVALENT","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","المحكمة العامة","","","","","""""","SRC-BOE-CIVIL-TRANSACTIONS","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SETTLEMENT-EFFECT","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","المحكمة العامة","","","","","""""","SRC-BOE-CIVIL-TRANSACTIONS","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SETTLEMENT-DEBT","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","المحكمة العامة","","","","","""""","SRC-BOE-CIVIL-TRANSACTIONS","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-SETTLEMENT-UNKNOWN","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","المحكمة العامة","","","","","""""","SRC-BOE-CIVIL-TRANSACTIONS","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-LEASE-DELIVERY","01-القائد-القانوني-العام","LOW","المحكمة المختصة بحسب صفة الأطراف وطبيعة النزاع؛ مع أولوية محكمة التنفيذ إذا كان الحق المطلوب ثابتًا في عقد إيجار موحد صالح كسند تنفيذي.","محكمة التنفيذ","","ناجز","","","""""","SRC-BOE-CIVIL-TRANSACTIONS","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-LEASE-DAMAGE","01-القائد-القانوني-العام","LOW","المحكمة المختصة بحسب صفة الأطراف وطبيعة النزاع؛ مع أولوية محكمة التنفيذ إذا كان الحق المطلوب ثابتًا في عقد إيجار موحد صالح كسند تنفيذي.","محكمة التنفيذ","","إيجار","","","""""","SRC-BOE-CIVIL-TRANSACTIONS","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
